epoch,train_loss,val_loss
1,5.4056062997819865,4.7524049857292
2,2.3709021797399736,3.273113914948585
3,1.3781959082849493,2.4934108717978067
4,1.1822628165851572,2.5739418056783534
5,0.9025729717032194,2.171711110383539
6,0.8301962286884403,2.2527880838229994
7,0.7669245335682063,2.010713349340554
8,0.7591367082370012,2.4678353181360184
9,0.7252967841249081,1.766244490508981
10,0.7637768579222308,2.5266384100161745
11,0.7799749980942515,1.4717982473562172
12,0.965647053575895,3.4286108731425236
13,1.1626617920695714,1.1839331057412017
14,0.9364863372740734,3.2628887525418553
15,1.0008511378478675,1.2300030363983898
16,0.6466127929996234,1.9292878533137856
17,0.672835361955329,2.3692789732322024
18,0.6631310798082657,1.7105941052441387
19,0.644035010482932,2.1984325631855404
20,0.618645267945078,1.7307727012254388
21,0.6091385394586614,1.9917879252037063
22,0.5958741902072292,1.8286274578535109
23,0.5874131366721693,1.8445834656609665
24,0.5789927830534507,1.7942845169351156
25,0.5712189063540162,1.7886665450222543
26,0.5617643470277247,1.7595555937246574
27,0.5525071528466643,1.7508891992928661
28,0.5432121692219949,1.7208354204450458
29,0.5328729297005885,1.7029404887512116
30,0.5241585798084613,1.6767636437019127
31,0.5163307028340552,1.6843538771804736
32,0.5067620237590509,1.6266925568206656
33,0.5009938489354501,1.71283055887779
34,0.49302207738007764,1.517055446315214
35,0.49919250861510345,1.8796954513731443
36,0.522734121450753,1.1640659433926521
37,0.6764902376397195,2.95471032009687
38,1.1573816576091114,0.857450055798485
39,1.4431902808964805,3.4598724498105997
40,1.9841495389316277,1.3376681291937789
41,0.6778503026299926,2.1140418216836085
42,0.7113078780480641,1.1039732593130007
43,0.5616494283602885,1.953895299458531
44,0.5113362250015091,1.6992134247797455
45,0.507936055911299,1.402849587591484
46,0.4945836987331015,1.8928026764179995
47,0.4787058813034061,1.4788678511248934
48,0.4683628538639034,1.6532240623541745
49,0.4597805163596643,1.4303208878588005
50,0.4553131879241668,1.6606029779747675
51,0.4517512265344776,1.371892783117641
52,0.44785254325631263,1.66014191991938
53,0.4527048892631881,1.2869560414822676
54,0.455948641752723,1.8246472806360707
55,0.4920678956320476,1.1033732629363826
56,0.5153021598215185,2.2003311414168465
57,0.7283520098121227,0.8414494864908735
58,0.5940816731405505,2.2114041776850506
59,0.6913093097958417,0.9868527818957352
60,0.5128941485497255,2.3045305608055324
61,0.5328606479257783,1.1236283397934264
62,0.45273507095741394,1.8856743374702258
63,0.44132745183131955,1.4340934325468222
64,0.42825014890646346,1.7068010753832645
65,0.4238466067815763,1.5295976053946516
66,0.4198693263904351,1.605468942330156
67,0.4174086421116778,1.558625584418924
68,0.415116841829278,1.5695953573127828
69,0.41324909233082935,1.5705319210527566
70,0.41155126761546307,1.5714667726831366
71,0.4102108402515248,1.5516026053798269
72,0.40864710791716796,1.5619369982910185
73,0.40740937512336173,1.5300540420928088
74,0.4058696077914987,1.5534758213531517
75,0.4050551683301684,1.5283196393119525
76,0.40363554298217247,1.5702973307725863
77,0.40372900392978944,1.5134735370060095
78,0.4019971933821692,1.6166894766168698
79,0.40649762038512355,1.4431026381645071
80,0.4070495056466465,1.7690706287738454
81,0.444518433886896,1.2118068824331858
82,0.4611725234019351,2.144998482329489
83,0.6004972144861148,0.9877251208980682
84,0.6282474460070404,2.797035663759285
85,1.1232682802613532,0.9126049148963462
86,0.7094405912040433,1.9048364089399772
87,0.724037424671343,1.0805371483442514
88,0.5118161985517348,2.2146384582563234
89,0.5360875764182949,1.0977766312517458
90,0.44543900115488705,1.7184505600660418
91,0.4243570149035781,1.503874884216748
92,0.4167833168333566,1.6555462124291804
93,0.4098940525599023,1.4953741877151254
94,0.40629397806799616,1.5739049859047534
95,0.403733517912347,1.4495999826256525
96,0.40054132632653217,1.531788370762286
97,0.39974188129719507,1.437150260916406
98,0.39703143613503067,1.5337394373639872
99,0.3965640195049925,1.43452082506221
100,0.39410466759560514,1.544862525239582
101,0.39444869286558715,1.4369105307465244
102,0.39216862694317345,1.565905977789526
103,0.39322402500050296,1.4235953051376968
104,0.39007947726727776,1.598806110571314
105,0.39307890709389864,1.4106063806134665
106,0.39006062617457343,1.6341844578929967
107,0.3953051108923222,1.3696488254556287
108,0.39470544461482426,1.693796676794438
109,0.4071064005846274,1.3011673103485533
110,0.40537687688908997,1.832758226287464
111,0.4409922558493548,1.180839991029841
112,0.4374347821757429,1.9917741193571323
113,0.49914460340696015,1.0974501913617614
114,0.47981800118918694,2.1955547574011924
115,0.5941308740229048,1.0087978032783598
116,0.5005870973785953,2.248954685702613
117,0.6236331868490728,1.0023373683348238
118,0.46468019467400623,2.1198413681246335
119,0.5344226426387236,1.0465615369382597
120,0.41799216415202806,1.8993067882248977
121,0.4510576292586127,1.1483490644914367
122,0.40004931556001333,1.8099440581686743
123,0.4042457186509071,1.2834063399465465
124,0.38459365015197783,1.7284006528970577
125,0.38593163649056,1.3290669496613106
126,0.3765301709389219,1.6940422035107114
127,0.378380120876752,1.3815681476579842
128,0.37127431932473987,1.6870995925973276
129,0.3742488650529277,1.4003272472327826
130,0.36779547691167735,1.6958973605121725
131,0.3719294396426081,1.400755412992376
132,0.36683612111591307,1.7065078303020593
133,0.37185960840239235,1.3938079336024118
134,0.3693473939485464,1.7574046662195455
135,0.37867907520678357,1.3527615181087296
136,0.3738438928698267,1.8531352165686525
137,0.3892365119278225,1.3135899584622233
138,0.38164801995522624,1.9199093129580471
139,0.4054660687145955,1.2626100014353157
140,0.39331814391082276,2.0084608900390624
141,0.4297573043851796,1.2008656625893719
142,0.407238504653973,2.086861400013444
143,0.4666137329403967,1.1416378651026307
144,0.42503300100658753,2.175174722058814
145,0.484715590334484,1.120533005552134
146,0.4197000658009342,2.1496755952202213
147,0.4748220495909065,1.1392632238580322
148,0.40604037622709943,2.111874696316471
149,0.4506239096243209,1.1699838605250499
150,0.3899266472847888,2.061582324120842
