epoch,train_loss_sediment,val_loss_sediment,train_loss_velocity,val_loss_velocity
1,1.878239779112339,2.2211953584549367,0.6655831566951684,0.690393622518169
2,1.1373144349263182,1.360300402377365,0.1869222435990766,0.14721825416309609
3,0.7849010279525871,0.9409878241987,0.4790222077206732,0.48360815804980917
4,0.7546913913562637,0.8800713774555088,0.26018207287954026,0.2618538513858952
5,0.5430637547938777,0.5629460564337649,0.09847436410854657,0.09749966957803297
6,0.32905596479590743,0.24122571097637371,0.09972096083739533,0.1113441578374866
7,0.28482750245508315,0.16560207017199152,0.1368001577871626,0.16560313848393546
8,0.3293718359297871,0.2103518878561968,0.1470271109841988,0.18883696002856468
9,0.34761298784245764,0.2193507960175972,0.12596875560854395,0.17036797860008332
10,0.3221456833437149,0.16428589957031434,0.09277455834558418,0.13030027665909205
11,0.2935000961100258,0.09520030498986973,0.07258088380696891,0.09505834900173524
12,0.2939557990001695,0.06705439364525866,0.07882626074863665,0.0808684495584074
13,0.302212513689909,0.07651764689577621,0.0936484763049791,0.08187831927786579
14,0.2802179647491932,0.07942944518277634,0.09011481853827208,0.07635625430161387
15,0.24741082558515184,0.08430845056270272,0.07155801697603112,0.06544556605704008
16,0.23918846419330703,0.11507717415274676,0.055812573355173895,0.06197285933292001
17,0.24717472112213093,0.15025693461651526,0.05255783090420913,0.06961407211370373
18,0.23890622051588625,0.1517765049354929,0.05717826964823388,0.08033913690557341
19,0.2202544436180317,0.13224767088600986,0.06228384646612844,0.08801299736571795
20,0.21570890216895428,0.12501766470125164,0.06268204030724987,0.08777954892242505
21,0.2213080018931965,0.12967575254803346,0.05811696508295545,0.08024025262397595
22,0.21366947905594805,0.12105486280014567,0.05154692065948739,0.06945152131875439
23,0.19723756265850934,0.10277524134832555,0.04692364698634293,0.06052373087308792
24,0.1901012967619352,0.09482282370491996,0.046356151459225885,0.05676411290868444
25,0.1897187037095687,0.09269498865129423,0.048231524589914414,0.05757546214099872
26,0.18216282707757922,0.07919971536840646,0.049052136271070516,0.059764770731021134
27,0.1710570255884777,0.06005867091952685,0.04685379117323737,0.06187235057515162
28,0.16811257762311363,0.05165028188368485,0.04318983111641026,0.06445936463668421
29,0.16737312976257446,0.05137791467258167,0.04046714143845615,0.0691486382432238
30,0.16001948514427886,0.04763917959336506,0.039925453980440735,0.0759919756095529
31,0.15289148126001761,0.04489327461542059,0.04055828746405077,0.0816585234152802
32,0.15091300300471905,0.04737517330914313,0.040479323907522846,0.08437839193173376
33,0.14692531183604124,0.04836524060766423,0.039082575823574946,0.08289772450097839
34,0.1402106598090777,0.0477339321996288,0.03709447664510062,0.07878259129465075
35,0.13675534412010262,0.05193327490781632,0.03581084463173289,0.07452876667506789
36,0.13477260026179733,0.05510876696909144,0.035835819540982555,0.07180586767583635
37,0.12900526857224126,0.051458644262142396,0.0364335419695441,0.07072867647474473
38,0.12456605567718664,0.04620234965208415,0.036373092740537835,0.07075960090315835
39,0.12162101159600386,0.043135365281397754,0.03528244241207892,0.07132977916046537
40,0.11615671395662414,0.040858955387364816,0.0338165796294856,0.07241112295838038
41,0.11109055716441124,0.04097220015494733,0.03283210104632708,0.0744528822489568
42,0.10783402832634012,0.042751568622513426,0.03252277032614158,0.07717325865150391
43,0.10236498520471043,0.03986126643461419,0.0323984086663304,0.07947569751149669
44,0.09622645668711798,0.033875536254800796,0.03203921958097204,0.08063644833153548
45,0.0917017289937985,0.029754536846691364,0.031407294243934104,0.08046683541635542
46,0.08515720922468825,0.026926980483254905,0.030738693514559497,0.07951611899094309
47,0.07821351397904025,0.02628998675178272,0.03027433568246192,0.0785296154437363
48,0.0749936086678924,0.025344183902597413,0.03000909589219597,0.07790871530920729
49,0.0661005826177446,0.01989374319754822,0.029672850895799418,0.07778220377862215
50,0.05938217332927708,0.01585899091098877,0.02912033041807691,0.07813373528681855
51,0.05115844850669921,0.01348302135830263,0.0284448344310523,0.07829343026071998
52,0.04347758745033476,0.014534181020185616,0.027893798482205003,0.07933274449200228
53,0.036782249849621196,0.011475887824318241,0.027563054313995878,0.08054461545248537
54,0.030484553860403607,0.006797339142390742,0.027323327986559974,0.08136048577317315
55,0.023821045502822418,0.005195143765885503,0.026810969162969486,0.08194657930252762
56,0.023171689299999645,0.015201116586095053,0.02612658919181881,0.08202097536615639
57,0.01332758299367101,0.007683802605006138,0.02569095701899599,0.08225788993437072
58,0.012588731127345208,0.012776201515491314,0.025457133370457838,0.08238673461217355
59,0.009745248222587315,0.008592092332843563,0.025172172424036462,0.08233027907990485
60,0.006303903635186075,0.0069746444643977975,0.024723762628156423,0.08236399134413093
61,0.008998497629293518,0.012384801556601412,0.02424754829550628,0.08242065703356892
62,0.00633916816362828,0.010459008522644326,0.023907880491889924,0.08272184090081015
63,0.004641123107973562,0.013129747033128124,0.023567383070848807,0.08313043468272367
64,0.006998127177645175,0.028183548318764573,0.02311007707852662,0.08371239583707488
65,0.00546617642397619,0.017423393638763152,0.022690245112253236,0.08458163875618427
66,0.003416644238925615,0.02372974833132153,0.02235387368766093,0.08530392133140438
67,0.004272339564744517,0.028668931001184943,0.021991339507428046,0.08610091742018854
68,0.005975443324378165,0.01907454663213385,0.021579022346839352,0.08696704513574234
69,0.00477335258326356,0.04223676957790729,0.02119378625622259,0.08769151444548928
70,0.002577013727827264,0.038714476324819724,0.02082166111581046,0.08756186865547257
71,0.0035448477133530193,0.04024616121777678,0.02044096514772435,0.08696286226050165
72,0.004789393449203445,0.05750501940621645,0.020067816873933896,0.08648873031255702
73,0.004665911915563094,0.03620434151258667,0.019684085549279504,0.08643152873253591
74,0.003191495260378421,0.050502950730247374,0.019344057745465642,0.08704690986729445
75,0.0021603664427071482,0.043409796245187954,0.019000963218309335,0.08820988598418866
76,0.0029568872896649913,0.036443606374506804,0.01864586222566802,0.08930241461945469
77,0.0037550331361134873,0.04863168735893262,0.01828435856479172,0.09053121838147091
78,0.003380124805410657,0.031054982108240505,0.017959108571033704,0.09157162100140473
79,0.0022723298142192172,0.03963369322153128,0.017615503822696207,0.0928550270701538
80,0.0017418151642512414,0.03529386714029605,0.017269219321335256,0.09353293918316592
81,0.0023160583331758703,0.03170572491998385,0.016961204426477118,0.09373848013466134
82,0.002643077420503,0.04254890193278396,0.016655662761201083,0.09448890958624108
83,0.0023984414535320425,0.03130197590118008,0.016296563887315093,0.0951258429563521
84,0.0017359099234359368,0.03745635821755242,0.016032923782091764,0.09593778026147291
85,0.001402701828647515,0.03356782297531512,0.015761190325491177,0.09754723112030471
86,0.0018133072065991808,0.028956191437887382,0.015429568856070436,0.0987858938628294
87,0.0020969923222086285,0.03582955944528864,0.01511135859442378,0.1003669265670371
88,0.001969417879153281,0.026537032273220584,0.014801008015659584,0.10150676044055464
89,0.001543615019917603,0.03164718861194255,0.014561216845920271,0.1020627156117197
90,0.0012873854277584973,0.02790996527129962,0.014318276719478155,0.1025444244993115
91,0.001369226423804226,0.026882015519808494,0.014059215080442467,0.10386403638334278
92,0.0015833347844106443,0.03204240446651697,0.01381307537600336,0.10486978733585396
93,0.0017137475342243393,0.02537460601559838,0.013546239500810662,0.1056545439388659
94,0.0015168378505390693,0.03048322589519462,0.013288638034803924,0.10586268940314952
95,0.001248412752528723,0.02533249395655112,0.013061252577187453,0.10574946530432802
96,0.0011238087422839054,0.02635020909544238,0.012862186563336642,0.10585935093200362
97,0.0011874964925124253,0.02782954185020928,0.0126270348895677,0.10645521578119964
98,0.0013317582708901124,0.024181374064521644,0.012368275536818246,0.10662266743990119
99,0.0013282153024596224,0.027787945329089198,0.012165748634192754,0.1064606651533823
100,0.0011998666822934689,0.023269797986190333,0.01194987715340331,0.10593305579452848
101,0.0010361871511922155,0.025374113393468657,0.011757150229836286,0.10562334479139997
102,0.0009874226026346832,0.025330615900989544,0.011525919738239049,0.1075734179815094
103,0.0010312215002527777,0.024925654553232302,0.011376173486117398,0.10954016733911551
104,0.0010968472033341373,0.028321594893160197,0.011157068116446362,0.11034624173290479
105,0.0011305117624213405,0.024978803926522745,0.010960172478874883,0.1095608814381396
106,0.0010800013150680599,0.028036402625904552,0.010760246564376453,0.10724772039409963
107,0.001002703279424978,0.02464515405045505,0.010607154252627456,0.10561850112756174
108,0.0009222243755062503,0.026154769185691047,0.010430626651395538,0.10589215011784579
109,0.0008848868524300591,0.0254598254943429,0.0102605087823104,0.10787809992648482
110,0.000883476657502542,0.025218831990829627,0.010114888974085662,0.10947952963876681
111,0.0009066290944710498,0.02675995869624612,0.00994966583765275,0.10974983711018146
112,0.0009354642663132133,0.02430624584389478,0.00975533958358226,0.10937776937752043
113,0.0009503635872768296,0.02660920255880533,0.00956120509077298,0.1087098855335447
114,0.0009632247803014845,0.023515048408009175,0.009405546515537547,0.1082364640781354
115,0.0009569297308467326,0.02685564513027394,0.009247532065935482,0.10791391865156875
116,0.0009480757047849365,0.024064251602179804,0.009089078113529658,0.10720099346727964
117,0.0009385696507968812,0.027351510468981814,0.00897933698795405,0.10704967784575932
118,0.0009323752999776984,0.023866895990359325,0.008824077534872276,0.10689675871044711
119,0.0009379856819059593,0.026571827851216426,0.00865610419933301,0.10623150484013502
120,0.000957490926968929,0.022744340976486758,0.008540082494751054,0.10584972287219142
121,0.0010041217080818251,0.026386387968593095,0.008390775131284558,0.1056943726103203
122,0.0010722348185425942,0.022147486769466807,0.00822437663928449,0.1061785569854876
123,0.0011970407049744405,0.02730733477148451,0.008084907372115594,0.10634554570788475
124,0.001378095276012684,0.02150271456833665,0.00797198871576162,0.10687060455003981
125,0.0016349236746039698,0.02857234258099596,0.007795814237887003,0.10594825290849672
126,0.001945163971255219,0.020327850034062674,0.007622462122240617,0.10689940096504066
127,0.002344797148297051,0.029932448456033465,0.007436628216499555,0.10684152741393377
128,0.002820858889726544,0.019526104217860996,0.007318229473815728,0.10668477735249372
129,0.003161622999573061,0.031977066415061595,0.007185389007666813,0.108335145329266
130,0.002935775091475581,0.019482256868374005,0.007087434554583893,0.10817536128794412
131,0.0022464494537990246,0.029502035041295907,0.006977695391137769,0.10675295136854318
132,0.001303342231187537,0.02053929328512489,0.006857239141569673,0.10631440736792827
133,0.0007435892734079988,0.023914718830612018,0.006743641299331008,0.10638106864192504
134,0.0008257128788976696,0.024895491508205404,0.006644902312972273,0.10638861613169838
135,0.0013076512051810006,0.02117410216990621,0.00653512853317136,0.10663417529887818
136,0.0017077826873471522,0.028951402514732032,0.006455539915957011,0.10745485557276287
137,0.0016503259557432773,0.020934560916115827,0.006414114205556752,0.10858918361683996
138,0.0012306374119680102,0.026973029540422473,0.0063308699424398426,0.10909513560777077
139,0.0007940556334097068,0.02196810876113933,0.006258073682645226,0.10947465211709052
140,0.000691337394348191,0.022482137655505444,0.006190026519589799,0.10954437214014634
141,0.0009117293180354531,0.024865835647706353,0.006115932576154749,0.10952562467360716
142,0.0011745878303534652,0.020475816360643183,0.006051884957397104,0.10940318669636229
143,0.001235396985827994,0.025918833217584893,0.005990477920776203,0.10912296006484037
144,0.001039854933685076,0.020369760892819593,0.00597071861141273,0.10897128072464678
145,0.0007865554391757162,0.02365045320216792,0.00587384341581218,0.10789373901351183
146,0.0006619243095091108,0.022084930777944923,0.00582965914926346,0.1072046402444483
147,0.0007182611344880516,0.021410597873405244,0.005802711805800582,0.10783160963267117
148,0.000859572413582364,0.024212401287604875,0.005737710929145879,0.1081299622953031
149,0.0009449744256733468,0.020513769919203794,0.005684226109584536,0.10992905772774904
150,0.0009128834648154579,0.02437967239614736,0.005632531222859943,0.11072154159995727
151,0.0007931659771402647,0.020805197066679614,0.005607909881356088,0.11010299424508752
152,0.0006822985087408881,0.022785901603668553,0.005560295173735048,0.1093300728773883
153,0.0006442844181187249,0.022103981352147844,0.005519198406925264,0.10981146227642095
154,0.0006831646638253132,0.021320435371167668,0.0054700559649832085,0.11053897479055125
155,0.000753944452906221,0.02339340585698006,0.005428541744268148,0.11115124590979979
156,0.0008038663837524028,0.020597146315353622,0.005379294302263529,0.11144835506478813
157,0.0008060598628701055,0.023640690802755618,0.005361419736513939,0.11149189384780935
158,0.0007595539404062323,0.02069205012776509,0.005293414309426167,0.1105847673075311
159,0.0007027182618031772,0.022916547940870762,0.00526072191871048,0.11009136468417821
160,0.0006528211663721005,0.021335851504995947,0.005206780577805718,0.11047765049242461
161,0.0006283310449425283,0.022164295065675757,0.005181850656385293,0.11118116225864207
162,0.000628629015336396,0.02233953148263935,0.005146626342424568,0.11119979098898614
163,0.0006453832525824849,0.021595446829663908,0.0051086757299501516,0.11117857076879462
164,0.0006694515185470916,0.023050970311901574,0.005078437003188846,0.11123020492813736
165,0.0006905584689172687,0.021308157209478328,0.005045170673125871,0.11075863527155194
166,0.0007028434144336624,0.023450277019534393,0.005017193889697594,0.11097735587763755
167,0.000706340968195866,0.021307345260516444,0.004974031893621659,0.1118666667551323
168,0.0007069232800209101,0.023488823012859053,0.004939615069734982,0.11218360814585689
169,0.0007023088823951075,0.02120195261324983,0.0049556246030956356,0.11345321723268617
170,0.0006951016014693736,0.02343426179460235,0.004889972040832666,0.111494549385485
171,0.0006845898699718488,0.021366990659137438,0.004880387759736909,0.11058052581219546
172,0.0006797513417562998,0.02338053554647153,0.004811582827299399,0.11240230391362181
173,0.0006772714448535445,0.021427762701319082,0.004788866689705157,0.11336732395746517
174,0.000677416554824668,0.023456734981525507,0.0047498718837249015,0.11214522446452278
175,0.0006818188482891215,0.021516200770374385,0.004698886127273877,0.11036987397247446
176,0.0006975346813223629,0.02379086790896059,0.004675128514954372,0.11020112516354426
177,0.0007224469581448532,0.0214227586252302,0.004669437465406058,0.11160390312976008
178,0.0007654022675827101,0.02423377865043926,0.004606968643654302,0.11272474508262226
179,0.0008350823659812486,0.020994664974814774,0.004555721960591273,0.11292170876707183
180,0.0009543381609167814,0.024947789328498282,0.004542297618520255,0.11355081667679574
181,0.0011516112662897683,0.02024766166964788,0.004527521162050423,0.11447520163912808
182,0.0015062305230447155,0.026704385060145018,0.004496401762858409,0.11589739950641563
183,0.002086306720793557,0.019338653808905086,0.004464391514847202,0.11467438161575925
184,0.0034755731981860345,0.031007204519054324,0.0044606695723936355,0.11437414764640827
185,0.0054000261256341615,0.018748704489770028,0.004436086076735335,0.11554303611991576
186,0.008707147394332072,0.03925781856579544,0.004413205217973199,0.11394805754717231
187,0.00953181474407159,0.01846864597962605,0.0043662460536455635,0.11318756649373952
188,0.009318872317653945,0.038081757022666925,0.004332265291535259,0.11412583159595151
189,0.0037754614487289276,0.01598776912913533,0.004320939304409836,0.11422650466967106
190,0.0006371318663067018,0.01809885606415368,0.0043089843201730765,0.11324217614271198
191,0.002973066007967907,0.02483071372103364,0.004289247822003537,0.1127726706709255
192,0.005049232754798082,0.014956723085025766,0.004260261695646213,0.11314831293974476
193,0.00290924018673283,0.02389246067805031,0.004252001722716485,0.11435221788402099
194,0.0006223749541986159,0.016872857014776928,0.004201129636358913,0.11626963845504874
195,0.0025080737261296425,0.014453888229651442,0.004201702342127891,0.11694604985116958
196,0.0034043472652514526,0.02260759359313155,0.0041746171582099385,0.11595406060386648
197,0.0009794556165465792,0.013392138210593938,0.004166383335934853,0.11630096238815711
198,0.0013361026718518322,0.012371645523768694,0.0041547658010666995,0.11560905095048443
199,0.0027269545118263068,0.01871371678042545,0.004127321695116549,0.11452936273130263
200,0.0013484227138735089,0.010513045493459454,0.00412113945785507,0.11410523646869168
201,0.0008204686866701155,0.01028868405383493,0.004090100077972004,0.11395349659763473
202,0.0020496010127279748,0.014428482366616924,0.004108110821223614,0.11523261488797701
203,0.0012665363896302408,0.009939118073718821,0.004067092254150656,0.11596313029923276
204,0.0006844971845386004,0.010680242985369967,0.0040514540287217675,0.11486074335652395
205,0.0015700421198237696,0.01415103825163262,0.0040204018920103205,0.11681601818104423
206,0.001156633361360341,0.010362056810221528,0.004015762079586697,0.11706226147233247
207,0.0006380165641945016,0.011186315825551322,0.004009282506706486,0.11565938106848501
208,0.0012386678951907192,0.013859827408876556,0.003997365625914468,0.1155260265531492
209,0.0010587941348202284,0.010870157209400436,0.003978324714656218,0.11440985508304395
210,0.000608305914670212,0.011797342255204462,0.003964511137637234,0.11424690894439901
211,0.0010163803061205329,0.013330026123056676,0.003987405013595537,0.11465223567144994
212,0.0009580579970023503,0.010672888127321388,0.003925641376654469,0.11487062194878225
213,0.0006038605194905245,0.011385954780338001,0.003939854239779156,0.11598911770540084
214,0.0008667553786267143,0.01263267993461561,0.003932973078960496,0.11684856929483073
215,0.0008719410126232477,0.010707157192467533,0.0039033196241565647,0.11600480522382055
216,0.0006002597338153163,0.011689817168387417,0.003914190410469962,0.11700201946039791
217,0.0007655081759362147,0.012610341767479633,0.003896455532059613,0.11618360537915468
218,0.0008102347531026003,0.0110666929852783,0.003905886276179835,0.11550266140021741
219,0.0006051492716978906,0.011988153880632275,0.0038777497339606256,0.11762616528470242
220,0.0006866806276775557,0.012424620590757253,0.0038320987920274796,0.11624234182360724
221,0.0007572234064175432,0.011012617221597056,0.003803593320477539,0.11649849470113965
222,0.0006125612955885062,0.011936340540559741,0.003773487419001842,0.1187524955073452
223,0.0006346214840321412,0.012074042686727697,0.0038263785150712483,0.11946528745121658
224,0.0007167585070112438,0.011010404494483674,0.003774379937464382,0.11981673833003435
225,0.0006195270368256776,0.011958461924735273,0.0037694304988811355,0.11691589516019502
226,0.0006028272946922117,0.011838501017738312,0.0037333619876359103,0.118310660821666
227,0.0006759632390398883,0.011150815117855529,0.003708626424622728,0.1193020976608436
228,0.0006277442864940439,0.012234147977705088,0.003718400909976023,0.11889485478348108
229,0.0005852720912283105,0.011994134627839438,0.0037580810905648797,0.12120982028795838
230,0.0006411410955189436,0.011506194697996063,0.0036894201732957095,0.11817976877041729
231,0.0006264374585733771,0.012303362484371916,0.003680976267996354,0.11865815796905761
232,0.0005793312640017463,0.011750315111839058,0.0036625870435295113,0.11976308290763824
233,0.0006140954213713512,0.011409719689492127,0.003660942413933964,0.12059038542413858
234,0.0006239152518260568,0.012157044579501699,0.003741338611873146,0.12001441434650237
235,0.0005806850737103694,0.011593332878141283,0.0037681804157064557,0.11787874032112974
236,0.0005926795575786775,0.011497388813564432,0.003673917183784707,0.1232612327086346
237,0.000615630693164826,0.012112634289777163,0.0036363902927671467,0.12335188453116518
238,0.0005864711832927883,0.011496684111788984,0.003592106983239936,0.12216062739959668
239,0.0005761460888468444,0.011611223303056594,0.003580958630833415,0.12260710326221637
240,0.0005979986519189229,0.01205245444805894,0.0035820832291043095,0.12288906137929553
241,0.0005928219091843572,0.01137456641800558,0.0035341439550797002,0.12506654097870176
242,0.0005723691319785027,0.011549002347887753,0.0035060298438207766,0.12456639368149425
243,0.0005820130597659286,0.011572167247714007,0.0034890758648692187,0.12483407510634296
244,0.0005906145374257192,0.01104315940941956,0.003476109077476378,0.12601810620510934
245,0.0005746143827713799,0.011278961321747504,0.003473502911393806,0.12575730887618392
246,0.0005710895915677956,0.011185658732002996,0.003431443238024681,0.12566345817885216
247,0.0005839150374183827,0.010943598933764726,0.003408633796405971,0.12296352539819036
248,0.0005783130830958901,0.011277215340573432,0.003419787254990121,0.12179079185484841
249,0.0005669929515066408,0.011098777099593265,0.0034060163504062036,0.12265341233272763
250,0.0005722275015991608,0.011015961607574893,0.003388309226712475,0.12152712487744198
251,0.0005769507303418142,0.011307870829135284,0.0033664065249404975,0.12274999734736565
252,0.000568263575235987,0.011066595436748644,0.0033240038591325774,0.1240343444569776
253,0.0005645128503149968,0.011114101716854962,0.003324648306797178,0.12513024407617024
254,0.0005701238003346666,0.011221598692559547,0.0032698638325084355,0.1239701420285743
255,0.0005687716221701115,0.010921627349157626,0.0032549030224553062,0.12384140183248954
256,0.000563210706603075,0.011016250619622964,0.0032734002752183963,0.12475313717225572
257,0.000563445255989379,0.011023075954751332,0.003236216998572586,0.12507857146661122
258,0.0005664194577641951,0.01089394882199763,0.0032385469427831577,0.1253679730744787
259,0.0005638634618056893,0.011135483493000056,0.0032313276692886366,0.12693852714954953
260,0.000560925650287246,0.011102179289555382,0.0032479573144301313,0.12560416319373818
261,0.0005604932502401115,0.01110417525756529,0.0032784260866739533,0.1287059202480404
262,0.0005625592529678424,0.011243225472899143,0.003273291174498366,0.1252577068939307
263,0.0005608040070332742,0.011120650500340338,0.003239914968262772,0.1288938764893475
264,0.0005582045996833186,0.011259420153500288,0.00313504386754762,0.12543343926236356
265,0.0005586953379094359,0.011346542741872,0.003140970512062538,0.12527994043624158
266,0.0005594930896652834,0.011254370122176066,0.003147420690566984,0.12805705787530566
267,0.0005578538215985838,0.011371520123075888,0.0032502539929053225,0.12425737948224397
268,0.0005562894049061928,0.011307073712429883,0.0033590212315962333,0.12743737876838027
269,0.000555620403866253,0.011346136308607499,0.0033547478640705494,0.12321687579161056
270,0.0005554115860732533,0.0114961881913816,0.003201538208602859,0.1302069917642861
271,0.0005540814396801788,0.011440859692648435,0.0030918074460097016,0.1288251383231465
272,0.0005526672381736817,0.0115230567473344,0.0030812835144482446,0.126719122600352
273,0.0005519666372554445,0.01155654368252186,0.0030625697765033146,0.12897233658478197
274,0.0005536115223714974,0.011528711040988652,0.0030642991210722767,0.12836656076459332
275,0.0005527738537795773,0.011622109867841275,0.002981637182321674,0.13052937459389888
276,0.0005507155020960545,0.011540346086639586,0.002964582248760451,0.1286108194179601
277,0.0005500303317253246,0.011575342169344615,0.002967951362577022,0.1281308193754283
278,0.0005503301305791405,0.011628939448274702,0.0030993028818873934,0.13005092447130162
279,0.0005496024755180229,0.011555539647373627,0.0031066090382016066,0.12719763071546042
280,0.000548681612814578,0.011613372291139777,0.002933511576280775,0.12899392138464252
281,0.0005476404286918399,0.011647190896288703,0.002899710677559772,0.1294732872158067
282,0.0005469294167077149,0.011694365155083843,0.003010760501927083,0.12910713504703816
283,0.000546512165493279,0.01179955069890554,0.0030352599662651545,0.13345167589383877
284,0.0005461729888316602,0.011753542934846907,0.0028836580043641205,0.12908383608537086
285,0.0005450951087306058,0.011844463827573816,0.0027897802636840745,0.13062409563787655
286,0.0005453335772065774,0.01182155402820374,0.002836677544475711,0.1322081226383875
287,0.0005439270373079434,0.011821357893042698,0.002903013688477309,0.12860459514997488
288,0.000543328002605049,0.01182918665253607,0.002861429997333406,0.12878102049459034
289,0.0005435548681859598,0.011753103057906335,0.002765868446182681,0.12803362156941536
290,0.0005430889434511251,0.011826289591588131,0.0027234041695705386,0.13085479637545577
291,0.0005421525799010177,0.011761238189670498,0.002707202086952922,0.13067714283712814
292,0.0005420026081560781,0.011805634103892883,0.002697034443501812,0.12845988164912822
293,0.0005410746657293822,0.01184017714920324,0.0026725306908418575,0.1310256833436752
294,0.0005407949116726403,0.011806230566067144,0.002643311353342949,0.1319891039703843
295,0.0005400421691398604,0.011912532761566388,0.002641288396562399,0.13135104236776796
296,0.000539188670604523,0.011893792275251336,0.0026153267590510263,0.1297091711977376
297,0.0005381744819679278,0.011981909671697768,0.0026006465932376143,0.13040060843157958
298,0.0005376179128841549,0.011998274873504798,0.002573927624421861,0.1309329306406845
299,0.0005368098504657305,0.012041319107349254,0.0025493493991036167,0.1318959655231104
300,0.0005361304628287254,0.01205160147887742,0.002516008953741175,0.1322677992903552
301,0.0005358492830750886,0.012023979115684471,0.002517802964966377,0.13254858193113336
302,0.0005354144092289858,0.012097349071610685,0.002512107641629117,0.13319857925433146
303,0.0005346979956742846,0.01201799118082752,0.0024647905423647825,0.1314046987303227
304,0.0005340717685881953,0.012093347745624495,0.002469186840315095,0.13173979677002243
305,0.0005329785319679079,0.012011889290511996,0.002428052317258335,0.1324513251630474
306,0.0005323757744068534,0.012055727067357698,0.002437058803815268,0.13143692431773812
307,0.0005321181165529171,0.012071325299919326,0.0024548433611020887,0.13320583848063178
308,0.0005313083246835706,0.012041885479100104,0.0024775667789869523,0.13222333322975202
309,0.0005309346456790105,0.012064592034043992,0.0025638613994315123,0.13395014898711172
310,0.0005303990003233648,0.012030495786993252,0.0026455054267648472,0.1321416285053571
311,0.0005298438658309412,0.012120462254241949,0.0027005404263603715,0.13448282112813217
312,0.0005293213729855307,0.012114393803588579,0.0025581174068255367,0.13018919948774363
313,0.0005288337477772644,0.01220044712211272,0.002336075270176844,0.133596767652503
314,0.0005280872004428431,0.01217358104774893,0.0023071021548620803,0.13537118486871727
315,0.0005274673979593517,0.012261420687372841,0.0024848734273565116,0.13244504279701516
316,0.0005266306826782811,0.012242733848920502,0.002644075211840297,0.13383807763817537
317,0.0005257647169454191,0.012297472485063968,0.002620367347240482,0.13018287971003853
318,0.0005253163932174705,0.012296353127876648,0.0024096452787894618,0.13310293942262735
319,0.0005246795222036155,0.012307612418676816,0.0021946326874061318,0.13177599698765563
320,0.0005238106148770485,0.012265662251988196,0.002242545906341093,0.13242071269196043
321,0.0005233459742099799,0.012243785384740156,0.0025325216729295205,0.1365259585716418
322,0.0005233960062788377,0.01229717087248384,0.0025927568037904625,0.13204758747336542
323,0.0005224210148221362,0.012248425827368372,0.0024487673765552958,0.13401903875099744
